S.no.,Company,Model,Variant,Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,12v_Power_Outlet,Audiosystem,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel_lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Ventilation_System,Gear_Indicator,Drive_Modes,ABS_Anti_lock_Braking_System,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Parking_Assistance,Infotainment_Screen
26,Maruti Suzuki,Eeco,5 Str With Ac+Htr,392967,1196 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40 litres,Petrol,1800 mm,3675 mm,1475 mm,MPV,5,11,15 km/litre,15 km/litre,928 kg,5,160 mm,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,155 R13 LT,155 R13 LT,Electro-Hydraulic Power,Only Front Windows,73PS@6000rpm,101Nm@3000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,400 litres,Yes,Yes,Analog,Front & Rear,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Manual,Digital,Manual,Analog + Digital,Yes,4.5 meter,Yes,Co-Driver Only,Heater,No,Normal,No,All Rows,1510 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,No,Yes,Yes,Rear sensors,Touch Sensitive
27,Maruti Suzuki,Eeco,5 Str With Ac+Htr Cng,466057,1196 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40 litres,CNG,1800 mm,3675 mm,1475 mm,MPV,5,11,20 km/litre,21 km/litre,1050 kg,5,160 mm,Ventilated Disc,Drum,McPherson Strut,3 Link Rigid,155 R13 LT,155 R13 LT,Electro-Hydraulic Power,Only Front Windows,62PS@6000rpm,85Nm@3000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,400 litres,Yes,Yes,Analog,Front & Rear,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Manual,Digital,Manual,Analog + Digital,Yes,4.5 meter,Yes,Driver & Front Passenger,Heater,No,Normal,Yes,All Rows,1510 kg,Driver frontal airbag,Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
28,Maruti Suzuki,Eeco,5 Str With Htr Cng,425255,1196 cc,4,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40 litres,CNG,1800 mm,3675 mm,1475 mm,MPV,5,11,20 km/litre,21 km/litre,1030 kg,5,160 mm,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,155 R13 LT,155 R13 LT,Electro-Hydraulic Power,Only Front Windows,62PS@6000rpm,85Nm@3000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,400 litres,Yes,Yes,Analog,Front & Rear,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Manual,Digital,Manual,Analog + Digital,Yes,4.5 meter,No,Driver & Front Passenger,Heater,No,Normal,Yes,All Rows,1510 kg,Driver frontal airbag,Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
29,Maruti Suzuki,Alto K10,Lxi,377588,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1475 mm,3545 mm,1490 mm,Hatchback,5,14,17 km/litre,24.07 km/litre,745 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,155/65R13,155/65R13,Electro-Hydraulic Power,Only Front Windows,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,177 litres,Yes,Yes,Analog,Front,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,Normal,Yes,All Rows,1210 kg,Driver frontal airbag,Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
30,Maruti Suzuki,Alto K10,Vxi,394036,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1475 mm,3545 mm,1490 mm,Hatchback,5,14,17 km/litre,24.07 km/litre,750 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,155/65R13,155/65R13,Electro-Hydraulic Power,Only Front Windows,68PS@6200rpm,90Nm@3500rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,177 litres,Yes,Yes,Digital,Front,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,Normal,Yes,All Rows,1210 kg,Driver frontal airbag,Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
31,Maruti Suzuki,Alto K10,Lx,360843,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1475 mm,3545 mm,1490 mm,Hatchback,5,19,24.07 km/litre,24.07 km/litre,740 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,155/65R13,155/65R13,Electro-Hydraulic Power,Only Front Windows,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,Yes,CD/MP3/DVD Player with USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,177 litres,Yes,Yes,Analog,Front,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,Normal,Yes,All Rows,1210 kg,Driver frontal airbag,Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
32,Maruti Suzuki,Alto K10,Vxi (O),407238,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1460 mm,3620 mm,1475 mm,Hatchback,5,14,17 km/litre,24.07 km/litre,755 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,155/65R13,155/65R13,Electro-Hydraulic Power,Only Front Windows,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual, No,CD/MP3/DVD Player with USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,177 litres,Yes,Yes,Digital,Front,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Normal,No,All Rows,1210 kg,Driver frontal airbag,Yes,No,Yes,Yes,Rear sensors,Touch Sensitive
33,Maruti Suzuki,Alto K10,Lxi Cng (O),439777,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,CNG,1475 mm,3545 mm,1490 mm,Hatchback,5,14,20 km/litre,21 km/litre,740 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,155/65R13,155/65R13,Electro-Hydraulic Power,Only Front Windows,59PS@6000rpm,78Nm@3500rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual, No,CD/MP3/DVD Player with USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,177 litres,Yes,Yes,Analog,Front,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,Normal,No,All Rows,1210 kg,Driver frontal airbag,Yes,No,Yes,Yes,Rear sensors,Touch Sensitive
34,Maruti Suzuki,Alto K10,Vxi Amt (O),438559,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1475 mm,3545 mm,1490 mm,Hatchback,5,14,17 km/litre,24.07 km/litre,755 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,155/65R13,155/65R13,Electro-Hydraulic Power,Only Front Windows,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic, No,CD Player with USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,177 litres,Yes,Yes,Digital,Front,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Normal,No,All Rows,1210 kg,Driver frontal airbag,Yes,No,Yes,Yes,Rear sensors,Touch Sensitive
35,Datsun,Go,D,374990,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,14,20 km/litre,20.1 km/litre,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electro-Hydraulic Power,Only Front Windows,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual, No,CD Player with USB & Aux-in,2 years / Unlimited Kms,Yes,"Internal, With Remote",265 litres,Yes,Yes,Analog,Front & Rear,Front & Rear,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Heater,Yes,Normal,Yes,All Rows,1211 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
36,Datsun,Go,T,468229,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,14,20 km/litre,20.1 km/litre,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",Yes,5,Fabric,Manual, No,USB & Aux-in,2 years / Unlimited Kms,Yes,Internal,265 litres,Yes,Yes,Digital,Front,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,"Heater, Manual Air conditioning with cooling and heating",Yes,Normal,Yes,All Rows,1212 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
37,Datsun,Go,T (O),502492,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,20.6,20 km/litre,20.1 km/litre,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Digital, Analog",Yes,5,Fabric,Manual,Yes,USB & Aux-in,2 years / Unlimited Kms,Yes,"Internal, With Remote",265 litres,Yes,Yes,Digital,Front,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,"Heater, Manual Air conditioning with cooling and heating",Yes,Normal,Yes,All Rows,1213 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
38,Datsun,Go,A (O),499990,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,20.6,20 km/litre,20.1 km/litre,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,Yes,USB & Aux-in,2 years / Unlimited Kms,Yes,Internal,265 litres,Yes,Yes,Analog,Front,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Normal,Yes,All Rows,1214 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
39,Datsun,Go,A,469990,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,20.6,20 km/litre,20.1 km/litre,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,Only Front Windows,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,Yes,USB & Aux-in,2 years / Unlimited Kms,Yes,Internal,265 litres,Yes,Yes,Analog,Front,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Normal,Yes,All Rows,1215 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
40,Datsun,Go,T Vdc,528464,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,20.6,20 km/litre,20.1 km/litre,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",Yes,5,Fabric,Manual,Yes,USB & Aux-in,2 years / Unlimited Kms,Yes,Internal,265 litres,Yes,Yes,Digital,Front,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,"Heater, Manual Air conditioning with cooling and heating",Yes,Normal,Yes,All Rows,1216 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
41,Datsun,Go,T (O) Vdc,553015,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,20.6,20 km/litre,20.1 km/litre,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Digital, Analog",Yes,5,Fabric,Manual,Yes,USB & Aux-in,2 years / Unlimited Kms,Yes,"Internal, With Remote",265 litres,Yes,Yes,Digital,Front,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,"Heater, Manual Air conditioning with cooling and heating",Yes,Normal,Yes,All Rows,1217 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
42,Datsun,Go,T Cvt,594464,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,20.6,20 km/litre,20.1 km/litre,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,78PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog, Digital",Yes,5,Fabric,Manual,Yes,USB & Aux-in,2 years / Unlimited Kms,Yes,Internal,265 litres,Yes,Yes,Digital,Front,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,"Heater, Manual Air conditioning with cooling and heating",Yes,Normal,Yes,All Rows,1218 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
43,Datsun,Go,T (O) Cvt,618015,1198 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3788 mm,1636 mm,Hatchback,5,20.6,20 km/litre,20.1 km/litre,864 kg,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,155/70R13,155/70R13,Electric Power,All Windows,78PS@5000rpm,104Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,USB & Aux-in,2 years / Unlimited Kms,Yes,"Internal, With Remote",265 litres,Yes,Yes,Digital,Front,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,"Heater, Manual Air conditioning with cooling and heating",Yes,"Normal, Eco, Sport",Yes,All Rows,1219 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
44,Maruti Suzuki,Celerio Tour,H2,422444,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,23,20 km/litre,23.1 km/litre,830 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,155/80R13,155/80R13,Electric Power,Only Front Windows,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,Manual,235 litres,Yes,Yes,Digital,Front,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,"Normal, Eco, Sport",Yes,Front Row,1250 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Rear sensors,Touch Sensitive
45,Maruti Suzuki,Celerio Tour,H2 Cng,480670,998 cc,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60 litres,CNG,1560 mm,3695 mm,1600 mm,Hatchback,5,23,20 km/litre,21 km/litre,915 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,59bhp@6000rpm,78Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,Yes,USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,Manual,235 litres,Yes,Yes,Digital,Front,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,"Normal, Eco, Sport",No,Front Row,1350 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,Rear sensors,Touch Sensitive
46,Hyundai,Santro,Era Mt,429990,1086 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,23,20 km/litre,20.3 km/litre,950 kg,5,170 mm,Solid Disc,Ventilated Disc,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,Only Front Windows,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,Analog,Yes,5,Fabric,Manual,Yes,USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",236 litres,Yes,Yes,Analog,Front & Rear,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"With Remote, Internal",Digital,Automatic,Analog,Yes,4.7 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,"Normal, Eco, Sport",Yes,Front Row,1351 kg,Driver frontal airbag,Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
47,Hyundai,Santro,Magna Mt,503990,1086 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,23,20 km/litre,20.3 km/litre,950 kg,5,170 mm,Solid Disc,Ventilated Disc,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,Analog,Yes,5,Fabric,Manual,Yes,USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,"With Remote, Manual, Internal",237 litres,Yes,Yes,Analog,Front & Rear,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"With Remote, Internal",Digital,Automatic,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,"Normal, Eco, Sport",Yes,Front Row,1352 kg,Driver frontal airbag,Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
48,Hyundai,Santro,Magna Mt Cng,547990,1086 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,CNG,1560 mm,3610 mm,1645 mm,Hatchback,4,23,20 km/litre,21 km/litre,950 kg,5,170 mm,Solid Disc,Ventilated Disc,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,59PS@5500RPM,99.04nm@4500RPM,Digital,Digital,Analog,Yes,5,Fabric,Manual,No,USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,"With Remote, Manual, Internal",238 litres,Yes,Yes,Analog,Front & Rear,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"Internal, With Remote",Digital,Automatic,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,"Normal, Eco, Sport",Yes,Front Row,1353 kg,Driver frontal airbag,Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
49,Hyundai,Santro,Magna Amt,530990,1086 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,23,20 km/litre,20.3 km/litre,950 kg,5,170 mm,Solid Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle,165/70R14,165/70R14,Electric Power,All Windows,69PS@5500rpm,10.1kgm@4500RPM,Analog,Analog,Analog,Yes,5,Fabric,Manual,Yes,CD Player with USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,Internal,239 litres,Yes,Yes,Analog,Front & Rear,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog,Yes,4.7 meter,Yes,Co-Driver Only,Manual Air conditioning with cooling and heating,Yes,"Normal, Eco, Sport",Yes,Front Row,1354 kg,Driver frontal airbag,Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
50,Hyundai,Santro,Sportz Mt,512990,1086 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1560 mm,3610 mm,1645 mm,Hatchback,4,23,20 km/litre,20.3 km/litre,950 kg,5,170 mm,Solid Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle,165/70R14,165/70R14,Electric Power,All Windows,69PS@5500rpm,10.1kgm@4500RPM,Analog,Analog,Analog,Yes,5,Fabric,Manual,No,CD/MP3/DVD Player with USB & Aux-in,2 years /40000 Kms (years/distance whichever comes first),Yes,"Manual, Internal, With Remote",240 litres,Yes,Yes,Digital,Front & Rear,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,"Normal, Eco, Sport",Yes,Front Row,1355 kg,Driver frontal airbag,Yes,Yes,Yes,Yes,Rear sensors,Touch Sensitive
